"id","timestamp","dateTime","token","transactionType","valueUSD","valueETH","whaleScore","txSizeScore","lpImpactScore","walletRepScore","frequencyScore","smartMoneyScore","riskCategory","liquidityImpactPct","poolTVL","walletAddress","txHash","dex","tokenIn","tokenOut","amountIn","amountOut","tokenPrice","ethPrice","poolVersion"
1,"2026-06-07T17:07:13.124Z","8/6/2026, 00.07.13","LINK","BUY",16778.2,10.28939701932567,18,67,1,0,10,0,"LOW",0.08,20000000,"0xBdb3ba9ffe392549E1f8658DD2630c141fDF47B6","0xa1b55355bd5e54058f4c620c69d3bce29231065d16ab4d3f39b2d0e5964f25c5","Uniswap V3 (0.3%)","WETH","LINK",10.28939702,2161.9141274,0,0,3
